MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,NUM_MORTGAGES,CAR_OWNERSHIP
MARRIED,New York,0,1,1700,4400,1,1,74072,F,IT,1500,NorthEast,1,800,Yes,4,2,31,53.68,429,1,25,4,HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,63271,M,Undefined,600,NorthEast,0,0,No,2,1,33,53.05,0,0,25,2,MEDIUM,0,0
SINGLE,New York,0,5,450,500,5,1,63248,F,IT,1000,NorthEast,1,450,No,4,2,21,53.12,214,2,25,2,MEDIUM,1,1
DIVORCED,New York,83551,1,2500,2250,1,0,63535,F,Healthcare,1500,NorthEast,1,750,No,1,1,37,53.52,91411,1,2645,4,HIGH,1,1
MARRIED,Michigan,0,1,890,500,1,0,67934,F,Customer Service,1000,Midwest,1,890,No,8,1,25,53.06,183,2,167,0,HIGH,1,1
MARRIED,Oregon,0,1,1006,1080,1,0,70716,M,Customer Service,1000,West,1,1006,Yes,4,1,49,53.82,469,3,48,4,VERY HIGH,1,1
MARRIED,New York,0,3,900,0,3,0,64252,M,Undefined,1000,NorthEast,1,900,No,0,1,22,53.28,0,1,25,3,HIGH,1,1
MARRIED,New York,0,1,1700,1000,1,0,70043,M,Undefined,1500,NorthEast,1,1700,No,9,1,39,53.49,112,3,85,4,HIGH,1,1
SINGLE,New York,0,1,0,0,1,0,69172,M,Construction and Trades,1000,NorthEast,0,0,No,1,1,23,53.13,0,0,25,2,MEDIUM,0,0
MARRIED,California,26370,1,1000,4450,1,1,68781,M,Customer Service,900,West,1,1800,No,13,1,43,54.29,29042,2,25,5,HIGH,1,1
WIDOWED,California,0,1,5300,4200,1,1,59522,M,Undefined,900,West,1,5300,Yes,4,1,51,56.0,2134,3,816,6,HIGH,1,1
DIVORCED,California,0,5,4500,12070,0,1,56967,M,Creative Media,1500,West,1,2520,Yes,4,1,28,53.99,2942,4,212,5,HIGH,1,1
DIVORCED,California,0,2,3000,0,2,1,62940,M,Creative Media,1500,West,1,3000,No,0,1,50,54.45,506,1,25,5,HIGH,1,1
SINGLE,California,0,2,500,0,0,0,68131,M,Healthcare,900,West,1,500,No,0,1,40,53.06,502,0,25,0,VERY HIGH,1,1
WIDOWED,Minnesota,0,1,8000,26600,1,1,68140,F,Administrative and Clerical,5000,West,1,5000,No,14,1,49,53.98,2388,5,1585,5,HIGH,1,1
SINGLE,Michigan,25915,1,0,10140,1,1,63074,M,Undefined,800,Midwest,0,2090,No,13,2,47,54.37,26431,1,25,5,LOW,0,1
DIVORCED,New York,0,1,3000,7990,1,1,67309,F,Undefined,1400,NorthEast,1,2090,No,12,1,45,54.1,11001,4,10414,5,HIGH,1,1
DIVORCED,California,0,3,2000,1450,3,1,66136,M,IT,500,West,1,300,Yes,9,1,42,55.27,1424,3,25,5,MEDIUM,1,1
WIDOWED,Michigan,0,1,10000,14600,1,1,63835,F,Education,1500,Midwest,1,5000,No,3,0,53,58.67,3950,4,25,6,HIGH,1,1
WIDOWED,District of Columbia,0,1,6500,15037,1,1,65816,F,IT,1300,NorthEast,1,4225,No,7,0,68,54.9,3131,5,226,5,HIGH,1,1
DIVORCED,New York,0,1,2000,2000,1,1,58897,F,Creative Media,800,NorthEast,2,400,Yes,6,0,73,54.65,1165,1,126,5,VERY HIGH,2,1
MARRIED,Michigan,0,2,5500,18000,0,0,64303,M,IT,900,Midwest,1,4000,Yes,4,0,48,58.37,6198,4,25,6,VERY HIGH,1,1
SINGLE,California,0,3,0,0,3,0,59990,M,Creative Media,700,West,0,0,No,1,0,62,53.11,1080,0,25,2,MEDIUM,0,1
DIVORCED,Michigan,0,4,2500,5251,3,1,65464,M,Undefined,1500,Midwest,2,1,No,3,0,56,54.92,1041,2,25,5,VERY HIGH,2,1
OTHER,Minnesota,27819,1,15000,21601,1,1,54946,F,Administrative and Clerical,1600,West,1,1,No,10,3,56,53.75,45720,5,25,4,HIGH,1,1
MARRIED,New York,0,5,5000,0,5,1,61271,F,Undefined,900,NorthEast,1,5000,No,1,0,33,53.22,548,1,30,3,MEDIUM,1,1
SINGLE,North Carolina,0,3,0,13826,3,0,62051,M,IT,900,South,0,0,Yes,4,3,23,53.86,1401,2,25,4,LOW,0,1
SINGLE,Michigan,0,2,0,4000,0,1,69215,M,Administrative and Clerical,2500,Midwest,0,0,No,2,3,65,53.36,1618,1,25,3,MEDIUM,0,1
SINGLE,California,0,3,0,450,3,0,64367,M,IT,500,West,0,0,Yes,13,0,21,53.04,737,2,25,2,LOW,0,1
DIVORCED,Florida,0,4,2800,4900,3,0,62272,F,Childcare and Home,900,South,2,800,No,17,0,42,53.4,1020,2,386,4,VERY HIGH,2,1
SINGLE,New York,0,4,0,0,0,0,57544,M,Undefined,1100,NorthEast,0,0,No,1,0,38,53.67,2464,0,25,4,MEDIUM,0,1
DIVORCED,Minnesota,5245,5,4591,11000,5,1,67197,F,Administrative and Clerical,900,West,2,1501,No,4,10,52,53.04,9736,4,1315,2,HIGH,2,1
SINGLE,Ohio,974,2,0,0,0,0,64830,M,Administrative and Clerical,500,Midwest,0,0,No,0,0,34,53.11,1707,1,228,2,MEDIUM,0,1
DIVORCED,New York,0,5,2500,4180,5,1,57751,F,Undefined,1000,NorthEast,2,2500,No,4,3,32,53.2,3014,1,25,3,HIGH,2,1
SINGLE,New York,0,1,636,450,1,1,64819,M,Customer Service,1000,NorthEast,1,636,Yes,2,2,30,53.54,777,2,25,4,HIGH,1,1
MARRIED,Michigan,0,1,900,0,1,1,63814,M,Construction and Trades,500,Midwest,1,900,No,2,2,49,53.07,524,0,25,1,HIGH,1,1
MARRIED,New York,627,3,1444,1217,3,0,57225,M,Undefined,1000,NorthEast,2,1,No,3,2,30,53.63,2624,1,386,4,VERY HIGH,2,1
SINGLE,New York,0,2,0,0,0,1,63842,M,Undefined,1000,NorthEast,0,0,No,0,2,25,53.06,506,0,25,0,MEDIUM,0,1
SINGLE,Michigan,0,2,0,0,0,0,79810,M,IT,2000,Midwest,0,0,No,5,2,47,53.4,8502,0,7999,4,HIGH,0,1
WIDOWED,Florida,40976,5,8000,15900,5,1,65909,F,Administrative and Clerical,4000,South,1,2700,No,4,1,59,54.96,41065,3,25,5,MEDIUM,1,1
MARRIED,Florida,0,3,1400,2100,3,1,63966,M,Healthcare,700,South,1,1400,No,17,1,41,53.28,1226,1,1206,3,MEDIUM,1,1
DIVORCED,Florida,0,5,1917,3600,5,1,63252,F,IT,1000,South,1,600,Yes,4,3,51,56.07,1656,1,25,6,MEDIUM,1,1
SINGLE,New York,0,2,0,0,0,1,60780,M,Administrative and Clerical,700,NorthEast,0,0,No,0,1,46,53.06,0,0,25,0,MEDIUM,0,0
MARRIED,Florida,0,1,5000,4600,1,1,70708,F,Administrative and Clerical,3500,South,1,1000,Yes,10,1,47,55.0,1781,1,117,5,HIGH,1,1
SINGLE,California,0,2,0,0,0,1,63594,M,Undefined,1000,West,0,0,No,1,1,25,53.42,7030,0,25,4,MEDIUM,0,1
SINGLE,Michigan,0,3,0,0,3,0,60190,M,Education,600,Midwest,0,0,No,0,4,42,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,Minnesota,0,2,0,0,0,0,67397,M,Administrative and Clerical,700,West,0,0,No,0,1,54,53.05,0,0,25,2,HIGH,0,0
SINGLE,California,0,3,400,250,3,0,71942,M,Customer Service,1000,West,1,400,No,4,1,26,53.27,0,2,25,3,HIGH,1,1
DIVORCED,New York,0,1,2750,2200,1,0,67346,F,Administrative and Clerical,1000,NorthEast,1,400,Yes,4,1,34,54.2,280,1,54,5,HIGH,1,1
SINGLE,Utah,0,2,0,0,0,0,67241,M,Undefined,1500,Southwest,0,0,No,1,4,0,53.07,534,0,25,1,LOW,0,1
WIDOWED,New York,0,1,5765,8000,1,1,58137,F,Creative Media,4000,NorthEast,1,5765,No,6,4,57,53.71,9054,4,5294,4,HIGH,1,1
SINGLE,California,0,3,0,500,3,0,73764,M,IT,1500,West,0,0,Yes,7,3,19,52.94,0,2,25,2,MEDIUM,0,0
SINGLE,New York,0,3,279,0,3,0,75213,M,Undefined,1500,NorthEast,1,279,No,2,4,22,53.05,0,0,25,2,HIGH,1,1
SINGLE,New York,0,3,500,0,3,0,74781,M,Healthcare,1500,NorthEast,1,500,No,3,4,22,53.08,137,0,25,1,HIGH,1,1
DIVORCED,Minnesota,0,1,3155,2800,1,1,74584,F,Creative Media,2500,West,1,650,Yes,9,2,44,54.17,892,1,25,5,HIGH,1,1
SINGLE,New York,0,3,0,0,3,0,56929,M,Education,1500,NorthEast,0,0,No,0,4,22,53.06,0,0,25,0,LOW,0,0
MARRIED,California,0,3,700,250,3,1,59898,M,Public Safety,1500,West,1,700,No,2,4,22,53.29,4116,2,3140,3,MEDIUM,1,1
MARRIED,District of Columbia,0,3,1800,850,3,1,59430,M,Undefined,1500,NorthEast,1,250,Yes,11,2,43,53.99,468,3,25,5,MEDIUM,1,1
MARRIED,Oregon,0,1,900,1500,1,1,64054,F,IT,600,West,1,500,No,15,3,33,53.26,691,2,631,3,HIGH,1,1
MARRIED,California,0,3,700,600,3,0,61389,M,Public Safety,1000,West,1,700,No,4,1,19,53.18,222,2,210,3,HIGH,1,1
MARRIED,Michigan,0,3,700,500,3,0,75602,M,IT,1500,Midwest,1,700,No,6,2,24,53.08,170,2,25,1,HIGH,1,1
MARRIED,California,0,1,1000,500,1,0,73459,F,Healthcare,2500,West,1,1000,Yes,7,1,30,53.55,0,2,25,4,HIGH,1,1
MARRIED,Minnesota,0,3,1800,5450,3,1,58612,M,Administrative and Clerical,1000,West,1,1000,No,6,2,49,53.21,225,4,182,3,MEDIUM,1,1
MARRIED,California,0,1,5000,20200,1,1,66446,M,IT,800,West,1,5000,No,2,2,44,53.84,21458,5,14332,4,HIGH,1,1
MARRIED,California,0,1,1500,1650,1,0,58651,M,Customer Service,1000,West,1,300,No,3,3,42,56.27,18623,2,1540,6,HIGH,1,1
MARRIED,New York,0,5,1500,700,5,0,70616,F,Transportation,1000,NorthEast,1,1500,Yes,4,1,0,53.68,434,3,25,4,LOW,1,1
MARRIED,New York,0,5,7000,0,1,0,46360,F,IT,3500,NorthEast,1,7000,No,0,1,40,53.06,0,1,25,0,HIGH,1,1
MARRIED,New York,0,1,1500,2550,1,1,70051,F,Creative Media,1000,NorthEast,2,450,No,4,1,52,53.16,3181,1,240,2,VERY HIGH,2,1
SINGLE,Michigan,0,1,500,0,1,0,62459,F,Undefined,500,Midwest,1,500,No,6,2,40,53.08,550,1,40,1,HIGH,1,1
MARRIED,California,0,1,6000,3000,1,1,64985,F,Customer Service,900,West,1,6000,Yes,2,2,32,54.52,995,1,25,5,HIGH,1,1
SINGLE,New York,0,3,382,250,3,1,69716,M,IT,1000,NorthEast,1,382,No,3,3,22,53.08,384,2,348,1,MEDIUM,1,1
MARRIED,New York,0,3,1600,1250,3,0,54502,M,IT,1500,NorthEast,1,1600,Yes,4,4,27,53.05,701,3,165,2,MEDIUM,1,1
SINGLE,Wisconsin,0,3,550,750,3,0,70954,M,Administrative and Clerical,1000,Midwest,1,550,Yes,5,5,22,53.35,237,3,25,3,HIGH,1,1
SINGLE,California,0,3,250,500,3,0,56417,M,IT,1500,West,1,250,No,9,5,19,53.02,168,2,25,2,MEDIUM,1,1
SINGLE,Nevada,0,3,0,500,3,0,58041,M,IT,1000,Southwest,0,0,Yes,3,2,21,53.14,113,2,25,2,LOW,0,1
DIVORCED,California,0,1,3000,0,1,1,54685,F,Undefined,1500,West,1,3000,No,2,1,43,32.74,1595,1,25,2,MEDIUM,1,1
MARRIED,New York,0,3,700,290,3,0,64440,M,Undefined,1500,NorthEast,1,700,Yes,1,1,25,53.4,272,2,25,4,HIGH,1,1
SINGLE,California,0,3,0,250,3,0,56368,M,IT,2500,West,0,0,No,0,1,42,53.06,0,2,25,0,LOW,0,0
DIVORCED,Michigan,0,5,4000,2200,5,1,70951,F,Education,1500,Midwest,1,4000,Yes,3,1,35,54.58,1044,2,25,5,MEDIUM,1,1
DIVORCED,New York,0,1,3200,0,1,1,74458,F,IT,1500,NorthEast,1,3200,No,0,1,30,53.06,0,1,25,0,HIGH,1,1
SINGLE,Michigan,0,3,0,750,3,1,63677,M,IT,1000,Midwest,0,0,Yes,5,1,25,53.11,1295,3,1241,2,LOW,0,1
SINGLE,California,0,2,0,0,2,0,65197,M,Healthcare,700,West,0,0,No,0,1,50,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,New York,0,4,200,0,4,0,68416,M,Healthcare,700,NorthEast,1,200,No,1,1,52,53.07,0,0,25,1,HIGH,1,1
MARRIED,Texas,0,4,6000,3600,6,1,63137,F,Childcare and Home,5000,Southwest,1,6000,No,12,4,29,54.03,1800,1,1532,5,LOW,1,1
MARRIED,New York,0,3,700,350,3,1,61493,M,IT,1000,NorthEast,1,700,Yes,17,4,20,53.17,135,2,25,2,MEDIUM,1,1
SINGLE,Oregon,0,2,0,0,0,0,65100,M,Administrative and Clerical,1500,West,0,0,No,0,4,0,53.06,0,0,25,0,LOW,0,0
MARRIED,New York,0,1,701,400,1,0,59702,M,Construction and Trades,600,NorthEast,1,701,No,8,4,36,53.5,233,2,25,4,HIGH,1,1
MARRIED,District of Columbia,0,3,720,1070,3,1,58776,M,Customer Service,1000,NorthEast,1,720,Yes,4,1,21,54.49,521,3,25,5,MEDIUM,1,1
WIDOWED,New York,0,5,7500,0,5,1,76015,F,Undefined,5000,NorthEast,1,7500,No,1,1,67,53.11,100,1,25,2,HIGH,1,1
SINGLE,Michigan,0,3,400,0,3,1,59999,M,Construction and Trades,1500,Midwest,1,400,No,3,1,31,53.07,203,1,147,1,MEDIUM,1,1
MARRIED,Michigan,0,1,5000,17200,1,1,73386,F,Public Safety,1500,Midwest,2,3500,Yes,4,1,38,56.78,8132,5,34,6,VERY HIGH,2,1
SINGLE,California,0,2,0,0,0,1,66533,M,Healthcare,800,West,0,0,No,1,1,41,53.06,0,1,25,0,MEDIUM,0,0
MARRIED,California,0,4,814,710,4,0,62340,M,Construction and Trades,600,West,1,814,Yes,7,4,47,54.28,479,3,25,5,HIGH,1,1
DIVORCED,California,0,3,2265,2400,3,1,56496,M,Customer Service,1500,West,2,2265,No,4,4,25,53.32,851,1,462,3,HIGH,2,1
SINGLE,New York,0,3,0,250,3,0,67552,M,IT,1000,NorthEast,0,0,No,10,4,19,53.08,364,2,355,1,MEDIUM,0,1
SINGLE,Oregon,0,4,0,0,6,0,66557,M,IT,1000,West,0,0,No,2,4,22,53.07,229,1,153,1,LOW,0,1
SINGLE,New York,0,3,0,500,3,0,66323,M,IT,1000,NorthEast,0,0,Yes,4,7,20,53.19,183,2,25,3,MEDIUM,0,1
SINGLE,New York,0,3,250,500,3,0,67495,M,IT,1000,NorthEast,1,250,Yes,3,1,22,53.21,0,2,25,3,HIGH,1,1
MARRIED,Michigan,6129,1,5000,16600,1,0,74364,F,Undefined,4000,Midwest,1,3300,No,2,1,44,56.44,7751,5,25,6,VERY HIGH,1,1
MARRIED,District of Columbia,0,1,1300,0,1,0,78983,F,Undefined,2500,NorthEast,1,1300,No,1,1,29,53.3,0,1,25,3,VERY HIGH,1,1
MARRIED,Minnesota,0,3,700,0,3,0,62830,M,Customer Service,1500,West,1,700,No,1,1,20,53.06,0,0,25,0,HIGH,1,1
DIVORCED,New York,0,1,4000,3850,1,0,56999,F,Undefined,4000,NorthEast,1,850,Yes,4,1,42,56.19,1739,1,25,6,HIGH,1,1
SINGLE,California,0,5,0,500,5,0,54731,F,IT,2500,West,0,0,No,0,1,34,53.22,0,2,25,3,LOW,0,0
MARRIED,New York,0,5,1000,0,5,0,78006,F,Healthcare,2500,NorthEast,1,1000,No,1,1,22,53.04,0,0,25,2,HIGH,1,1
SINGLE,New York,0,3,0,500,3,0,69304,M,IT,1500,NorthEast,0,0,No,13,1,20,53.16,0,2,25,2,MEDIUM,0,0
DIVORCED,Utah,0,4,2500,0,3,0,79867,M,Undefined,2500,Southwest,1,2500,No,5,5,52,53.22,0,0,67,3,VERY HIGH,1,1
MARRIED,New York,0,1,897,200,1,0,70106,M,Construction and Trades,2500,NorthEast,1,897,No,1,1,33,53.13,0,1,25,2,HIGH,1,1
SINGLE,New York,0,3,0,0,3,0,61032,M,IT,1500,NorthEast,0,0,No,3,1,22,53.03,153,0,25,2,LOW,0,1
SINGLE,New York,0,3,350,500,3,0,56609,M,IT,1500,NorthEast,1,350,No,17,1,23,52.97,127,2,25,2,MEDIUM,1,1
MARRIED,Louisiana,0,3,900,250,3,0,55393,M,Undefined,1500,South,1,900,No,0,1,25,53.2,0,2,25,3,MEDIUM,1,1
SINGLE,California,0,2,0,0,0,0,59127,M,IT,1500,West,0,0,No,1,1,21,53.07,0,0,25,1,MEDIUM,0,0
MARRIED,Florida,0,4,5939,3800,3,1,83553,M,Customer Service,3500,South,1,5939,Yes,13,1,37,56.15,910,1,25,6,HIGH,1,1
SINGLE,Michigan,0,1,0,760,1,0,58879,M,IT,700,Midwest,0,0,Yes,3,1,33,53.23,309,1,69,3,MEDIUM,0,1
MARRIED,Michigan,0,3,750,500,3,0,71791,M,IT,1000,Midwest,1,750,Yes,4,1,20,53.09,118,2,25,1,HIGH,1,1
SINGLE,Wisconsin,0,3,0,500,3,0,71570,M,IT,1000,Midwest,0,0,Yes,2,2,20,53.26,0,2,25,3,MEDIUM,0,0
MARRIED,Florida,0,3,700,401,3,1,60158,M,Undefined,1000,South,1,700,No,16,3,30,53.09,132,2,25,1,MEDIUM,1,1
SINGLE,Illinois,0,1,555,0,1,1,70905,M,Customer Service,1000,Midwest,1,555,No,2,1,24,53.06,0,0,25,0,HIGH,1,1
MARRIED,California,0,3,1000,0,3,0,59179,M,Undefined,1000,West,1,1000,No,1,1,28,53.07,0,1,25,1,HIGH,1,1
SINGLE,North Carolina,0,3,250,750,3,0,67272,M,IT,1000,South,1,250,No,2,1,25,53.1,0,3,25,2,HIGH,1,1
DIVORCED,New York,0,1,3984,0,1,0,64351,F,Construction and Trades,1000,NorthEast,1,3984,No,15,1,40,53.16,329,1,322,2,HIGH,1,1
WIDOWED,Utah,0,1,9000,19100,1,1,73028,F,Creative Media,4000,Southwest,1,3600,No,1,1,69,53.59,2266,5,25,4,HIGH,1,1
SINGLE,Michigan,0,2,0,0,0,0,67547,M,Healthcare,1000,Midwest,0,0,No,1,1,28,53.08,0,0,25,1,MEDIUM,0,0
MARRIED,California,0,5,5000,18400,0,0,63368,M,Healthcare,900,West,1,3800,No,4,1,48,53.23,924,5,414,3,VERY HIGH,1,1
SINGLE,California,0,3,0,550,3,0,62313,M,IT,1000,West,0,0,No,2,7,27,53.37,7174,2,3674,3,LOW,0,1
SINGLE,Nevada,0,2,0,0,0,0,64617,M,IT,700,Southwest,0,0,No,0,1,42,53.06,502,1,25,0,MEDIUM,0,1
MARRIED,New York,0,5,1000,0,5,0,62592,F,Undefined,700,NorthEast,2,1000,No,1,1,38,53.07,0,1,25,1,VERY HIGH,2,1
SINGLE,California,0,4,0,450,4,0,68749,M,IT,1000,West,0,0,Yes,16,9,26,53.11,276,2,25,2,LOW,0,1
MARRIED,New York,0,3,1000,1810,3,0,67057,M,IT,1000,NorthEast,1,450,Yes,3,3,27,34.12,1707,1,25,2,HIGH,1,1
DIVORCED,Minnesota,0,4,4400,12500,1,0,95714,F,Undefined,3500,West,1,2000,No,2,1,51,56.11,5145,2,3499,6,VERY HIGH,1,1
DIVORCED,Missouri,0,5,3200,0,5,1,65561,F,Childcare and Home,1000,Midwest,1,3200,No,4,1,35,53.56,3383,0,3372,4,MEDIUM,1,1
SINGLE,Illinois,0,3,350,0,3,0,71891,M,IT,1000,Midwest,1,350,No,9,1,24,53.04,0,1,25,2,HIGH,1,1
SINGLE,Oregon,0,3,0,450,3,0,68893,M,IT,1000,West,0,0,Yes,13,1,23,53.25,113,2,25,3,MEDIUM,0,1
MARRIED,New York,7242,5,9000,19000,5,0,46992,F,Administrative and Clerical,4000,NorthEast,1,5000,No,1,1,27,53.55,7268,5,25,4,MEDIUM,1,1
SINGLE,Michigan,0,3,0,500,3,0,60005,M,IT,1000,Midwest,0,0,No,12,1,22,53.03,108,2,95,2,LOW,0,1
SINGLE,Minnesota,0,3,0,0,3,0,66631,M,Childcare and Home,1000,West,0,0,No,0,1,23,53.06,0,0,25,0,MEDIUM,0,0
MARRIED,California,0,5,1745,0,5,0,74880,F,Administrative and Clerical,1500,West,1,1745,No,2,1,39,53.08,131,1,126,1,HIGH,1,1
DIVORCED,Michigan,0,1,1910,1250,1,0,61329,F,Undefined,1000,Midwest,1,1910,No,12,1,33,53.1,365,3,349,2,HIGH,1,1
SINGLE,New York,0,3,0,250,3,0,60738,M,IT,1000,NorthEast,0,0,No,2,4,25,53.26,126,2,25,3,LOW,0,1
MARRIED,District of Columbia,0,3,850,0,3,0,62783,M,Administrative and Clerical,1000,NorthEast,1,850,No,2,4,24,53.09,0,1,25,1,HIGH,1,1
DIVORCED,Michigan,0,1,2000,1200,1,0,54947,F,IT,1500,Midwest,1,400,Yes,2,1,60,53.57,589,3,416,4,HIGH,1,1
SINGLE,North Carolina,0,3,250,0,3,1,63492,M,IT,1000,South,1,250,No,3,1,19,53.09,0,1,25,1,MEDIUM,1,1
MARRIED,Michigan,0,3,700,650,3,1,63967,M,Healthcare,1000,Midwest,1,700,No,14,1,26,53.16,4350,2,4339,2,MEDIUM,1,1
MARRIED,California,0,3,700,600,3,0,63949,M,Healthcare,600,West,1,700,No,12,1,32,53.52,493,2,333,4,HIGH,1,1
MARRIED,North Carolina,0,3,700,0,3,0,68086,M,Construction and Trades,1000,South,1,700,No,0,1,29,53.06,0,0,25,0,HIGH,1,1
SINGLE,California,0,1,0,0,1,0,52359,M,Undefined,2500,West,0,0,No,0,1,42,53.07,205,0,25,1,MEDIUM,0,1
SINGLE,Nevada,0,2,0,0,2,0,75578,M,IT,1500,Southwest,0,0,No,3,1,26,53.07,265,0,25,1,MEDIUM,0,1
SINGLE,Nevada,0,3,0,750,3,0,68573,M,IT,1000,Southwest,0,500,Yes,1,1,22,53.48,575,3,25,4,MEDIUM,0,1
MARRIED,New York,0,4,1000,0,3,0,59251,F,Healthcare,1000,NorthEast,1,1000,No,0,1,39,53.06,0,0,25,0,HIGH,1,1
SINGLE,California,0,1,330,0,1,0,59743,M,Healthcare,600,West,1,330,No,3,1,40,53.07,0,0,25,1,HIGH,1,1
SINGLE,Michigan,0,1,157,800,1,0,67825,M,Undefined,600,Midwest,1,157,No,1,1,82,53.6,1148,3,1129,4,VERY HIGH,1,1
SINGLE,California,0,3,0,450,3,0,57720,M,IT,1000,West,0,0,No,12,1,20,53.27,216,2,55,3,LOW,0,1
SINGLE,District of Columbia,0,3,0,0,3,1,66570,M,IT,1000,NorthEast,0,0,No,0,1,23,53.06,0,1,25,0,LOW,0,0
MARRIED,New York,0,3,700,500,3,1,67714,M,IT,1000,NorthEast,1,700,No,14,2,26,52.86,461,2,139,2,MEDIUM,1,1
SINGLE,Illinois,0,1,0,0,1,0,61361,M,Healthcare,1000,Midwest,0,0,No,1,1,28,53.07,170,0,25,1,MEDIUM,0,1
MARRIED,Mississippi,0,1,10000,9000,1,1,62345,F,IT,5000,South,1,3000,Yes,1,1,48,58.5,4993,4,25,6,HIGH,1,1
SINGLE,California,0,3,0,0,3,0,61754,M,IT,1000,West,0,0,No,1,6,26,53.73,0,0,25,4,LOW,0,0
DIVORCED,Nevada,0,1,4500,5350,1,0,73277,F,IT,3500,Southwest,1,1500,Yes,3,1,44,55.46,2943,4,574,5,VERY HIGH,1,1
SINGLE,California,0,3,0,700,3,0,63805,M,IT,1000,West,0,0,No,17,1,22,52.95,449,3,25,2,LOW,0,1
MARRIED,Michigan,0,1,6200,0,1,0,82278,F,Undefined,3500,Midwest,1,6200,No,0,1,39,53.12,0,1,25,2,VERY HIGH,1,1
SINGLE,North Carolina,0,3,0,650,3,1,71449,M,IT,1000,South,0,0,Yes,12,1,22,53.14,1038,2,969,2,LOW,0,1
MARRIED,New York,0,3,1000,750,3,1,70641,M,IT,1000,NorthEast,1,1000,Yes,6,1,24,53.6,300,3,54,4,MEDIUM,1,1
MARRIED,New York,0,3,931,0,3,0,71955,M,IT,1000,NorthEast,1,931,No,2,6,22,53.2,0,1,25,3,HIGH,1,1
DIVORCED,New York,0,3,2800,2600,3,0,62277,M,Public Safety,1000,NorthEast,1,400,Yes,4,1,22,53.88,540,1,25,4,HIGH,1,1
MARRIED,New York,0,5,1000,250,5,1,63070,F,Undefined,700,NorthEast,1,1000,Yes,9,1,46,53.21,147,2,25,3,MEDIUM,1,1
MARRIED,New York,0,1,1483,3200,1,0,62494,M,Administrative and Clerical,1000,NorthEast,1,1000,No,2,3,29,55.75,12344,1,25,6,HIGH,1,1
MARRIED,North Carolina,108,1,7500,6700,1,1,63814,F,IT,5000,South,1,2200,No,15,1,36,54.33,11298,4,11011,5,HIGH,1,1
DIVORCED,New York,0,3,3300,500,3,1,59113,M,IT,2000,NorthEast,1,3300,No,16,1,29,53.12,3454,2,470,2,MEDIUM,1,1
MARRIED,New York,0,1,5000,0,1,1,57636,F,Transportation,3000,NorthEast,1,5000,No,2,1,34,53.04,0,1,25,2,MEDIUM,1,1
MARRIED,New York,0,5,1000,0,5,0,71319,F,Construction and Trades,1000,NorthEast,1,1000,No,1,1,27,51.18,0,1,25,2,HIGH,1,1
DIVORCED,California,0,4,3500,2800,4,0,61408,F,Healthcare,2000,West,1,3500,Yes,2,1,37,54.33,1307,1,25,5,HIGH,1,1
DIVORCED,New York,0,1,2300,0,1,0,55399,F,Construction and Trades,1500,NorthEast,1,2300,Yes,4,2,39,54.01,751,1,25,5,HIGH,1,1
MARRIED,Minnesota,0,1,900,0,1,0,69208,M,Customer Service,1000,West,1,900,No,0,1,29,53.73,0,1,25,4,HIGH,1,1
MARRIED,New York,0,5,6000,3600,5,0,51028,F,Transportation,4000,NorthEast,1,1800,Yes,4,4,48,53.63,353,1,25,4,MEDIUM,1,1
SINGLE,Utah,0,1,300,0,1,0,63958,M,Healthcare,1500,Southwest,1,300,No,1,5,24,53.07,0,0,25,1,HIGH,1,1
DIVORCED,New York,0,1,2000,2700,1,1,55701,F,IT,1500,NorthEast,1,2000,Yes,2,1,41,55.69,1377,1,25,6,MEDIUM,1,1
SINGLE,California,0,2,0,0,0,0,62354,M,Healthcare,600,West,0,0,No,0,1,34,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,Oregon,0,3,0,500,3,0,67366,M,IT,1000,West,0,0,No,2,1,20,53.21,192,2,25,3,MEDIUM,0,1
DIVORCED,New York,0,3,3500,0,3,0,70097,M,Customer Service,2000,NorthEast,1,3500,No,6,1,36,53.14,286,0,277,2,HIGH,1,1
DIVORCED,Utah,0,1,2700,0,1,0,54819,M,Childcare and Home,2500,Southwest,1,2700,No,0,5,41,53.06,0,0,25,0,HIGH,1,1
SINGLE,Utah,0,2,0,0,0,0,77011,M,Construction and Trades,2500,Southwest,0,0,No,2,5,33,53.07,0,0,25,1,HIGH,0,0
MARRIED,Utah,0,1,1700,0,1,0,63284,M,Undefined,2500,Southwest,1,1700,No,0,5,62,53.06,0,0,25,0,VERY HIGH,1,1
